Medication,Class,RMP,Peak,APD50,APD90,Triangulation,APA,Block_IKr,Block_INa,Block_INaL,Block_ICaL,Block_IKs,Block_IK1,Block_Ito
Ranolazine_x_Diphenhydramine_synth1200,3,-90.7480153342293,32.316279188232606,198.44603336790047,242.03898533521044,43.9050426308502,123.04925487669905,13.016759897695858,0.5053942442986934,21.038934618276162,0.6397211962812144,0.5609239680856233,0.0,0.005473120896306746
Metronidazole _x_Paroxetine_synth3834,3,-90.76581252995935,32.0261844561887,160.89967616569854,210.0353538088402,49.02054502473101,122.782637704908,11.769782525181215,0.9199261835060935,0.1506408363805973,49.03907405509855,0.0043990789346597305,0.0,1.4334752113210164e-05
Lapatinib_x_Saquinavir_synth834,2,-90.74810423613869,32.422923953404805,192.1533341324087,233.16273735666596,40.80295178112708,123.16999402425095,0.12491603930907859,0.01385371527449659,0.0,0.0,0.045484353062893994,0.0,0.000284031557412375
Nisoldipine_x_Linezolid_synth3975,4,-90.7539998338708,32.14501651426197,181.98495057879748,223.89075597437326,42.384492779212145,122.93459494362908,2.046958033458685,0.9798683400096906,0.1408438486183172,16.628715503544875,0.0,0.0,0.0032666052052602555
Paliperidone_x_Ritonavir_synth1116,2,-90.74845923367592,32.001209547121654,195.62938270048727,237.80073172732259,42.31460404721421,122.75191270562685,7.574181899205642,2.131123691949408,10.520324101006022,1.7826808027258016,0.0034100915089183494,0.0,0.016962435641107526
Gatifloxacin_x_Quinidine_synth1472,1,-90.74564348050369,30.734430042371944,364.39666652294295,434.47509284307756,70.57085992302989,121.49009774526432,74.45285913046189,11.317409115167537,20.459803825422412,0.25440024133681943,2.879099273048961,2.1187883579469076,43.330410449501606
Voriconazole_x_Paroxetine_synth3348,3,-90.74780983401162,32.42550564390914,193.45046383767664,234.30666469012854,41.096192506638154,123.18237188544732,0.7114336923029114,0.0,0.006944364917996105,0.0,0.0,0.0,0.00011509585260683963
Haloperidol_x_Azimilide_synth240,1,-90.74615905136308,31.796711230738417,208.98580281671437,254.74813364223237,43.28209599876643,122.56892299938464,13.195664823566638,3.034657252474218,0.0,0.4751951874481769,2.7739554823429735,0.0,0.0
Nilotinib_x_Desipramine_synth1778,2,-90.74888850625226,31.88074011951923,192.50445831996197,233.65438731509832,40.9651222260502,122.63793985984366,1.2799115818210598,2.801955129135173,0.6763972200801112,2.5432699841567588,0.008255903684895321,0.0,0.0009421024256506939
Lopinavir_x_Dolasetron_synth385,2,-90.74816658648358,32.397035031033205,200.29024685000851,242.87106600189216,42.54244658401015,123.1604991315419,8.257532546527463,0.07890723039780559,0.0,4.080764590331368,0.009275022625180176,0.0,0.0
Lopinavir_x_Ritonavir_synth789,2,-90.74830628725444,32.32028420195661,199.4892453891204,242.15577987651835,42.559328618822434,123.08693912443559,8.283811645505303,0.4954350127372171,2.4779720603834314,3.9217505887746578,0.0,0.0,0.0
Propafenone_x_Metronidazole _synth772,3,-90.7622086800693,31.7688394038549,172.29021561771017,220.45058098599563,47.91397763276107,122.51809208612399,13.86921255262434,2.483233030463141,1.9580689728769,41.01269205879189,0.0,0.0,5.631551603707073e-06
Phenytoin_x_Silodosin_synth3692,4,-90.74860722161203,31.811978716187657,192.70537337233776,233.68392022175544,40.759720632696116,122.59565851321213,0.8778245321837083,2.942989093746627,0.002294079339134347,1.0816640819609833,0.5153812136441082,0.0014790336018084204,0.000758875021070539
Haloperidol_x_Tedisamil_synth761,1,-90.74690492617047,32.38752101891828,201.82019938843877,243.38233197956453,42.25023669981208,123.10712157242999,6.344692181642517,0.12453310017383448,0.0,0.0,0.0,0.0,0.0
Saquinavir_x_Paliperidone_synth1970,2,-90.74896317701764,32.35747570861125,198.70869080159832,241.20175680361314,42.609728668742214,123.12387461887974,8.520090185894196,0.17482880544323642,2.441556336340748,5.925521690482049,1.5519981633570274,0.0,0.005918643721794116
Methadone_x_Thioridazine_synth2975,1,-90.75321917581387,27.461923467998904,323.9213570467015,378.3771219791561,54.42504495824977,118.18259873981158,53.71662342353402,20.801445966500083,0.0918273477015581,24.837763407096325,6.8709404334153055,0.0,0.0
Solifenacin_x_Diphenhydramine_synth1051,3,-90.74787339442798,32.42255682523388,192.83413941319188,233.61946742706584,40.99100763605374,123.15553731747836,0.4334204532572574,0.09193485381113312,0.0,0.0,0.007742198382214585,0.0,0.0018254921607837333
Quetiapine_x_Nelfinavir_synth4639,3,-90.74785626469215,32.39824952193441,193.06624335386945,233.37377353079907,41.007079942496546,123.1425780493322,0.1536802454014803,0.15478622006956844,0.14518842404818183,0.0,0.019859294808496703,0.0,0.0002965362790263385
Moxifloxacin_x_Pimozide_synth3796,1,-90.74746886642579,32.32282999911498,197.7466881683604,238.65583364762432,41.67286003631813,123.13375674158671,4.253589588650528,0.4880245776443815,0.4230306007972254,0.275379038525453,1.4722308703970206,0.0009221949190154866,0.6214536764309211
Ceftriaxone_x_Darifenacin_synth1636,4,-90.74962478495353,32.12470885050673,191.69769426134533,233.01385204956952,41.1986030862586,122.88693666694923,1.8715484950566335,1.5526072027877238,0.037245447709762854,4.734334854828542,0.0,0.00019994474606885323,0.0
Solifenacin_x_Ranolazine_synth4782,3,-90.74792522760215,32.38278411580226,195.71189413935804,237.93243103531248,42.29629131145063,123.12318523758505,5.583689166390187,0.23754729405313174,7.922977052903911,0.18010589388902534,0.21181797555023169,0.0,0.006725879244489873
Paliperidone_x_Saquinavir_synth1497,2,-90.74720636394235,32.41361113414465,198.9785784793724,240.61747481056614,41.929487973116935,123.17985075054456,5.4512738620772545,0.1069392885254108,0.1263079240128409,0.1646771180463976,0.05950936141803148,0.0,0.10647781156881818
Nilotinib,2,-90.7481684835392,32.424992072182555,191.8,232.70000000000002,40.900000000000006,123.17316055572175,0.09500325623660749,0.005999640021598703,1.258917331095258,0.030062211492016867,0.015069053939678577,0.0,0.0018973305968850904
Azithromycin_x_Thioridazine_synth4736,1,-90.75563745509973,25.49963509951038,373.8798684708533,432.4009939611,59.239974425460105,116.22981876601536,72.54922025871507,28.522385912359766,0.09492341204749484,35.00570754641576,9.449599444761503,0.012231740595024167,2.0796748927812283
Droperidol_x_Terodiline_synth607,1,-90.746304601677,32.39728531227079,233.84377350939766,280.8777863357803,46.54021116721388,123.21685236576472,26.53443717983927,0.036932378209803635,0.0,0.6080607889782501,0.10127036294854441,0.0,0.0
Sildenafil_x_Rufinamide_synth4089,4,-90.7521340171158,32.34884754866466,183.94922166635237,225.3540893998723,41.48219611727875,123.12637359417829,0.15350746907946786,0.12672345270807558,0.0,12.054436032672259,0.08100349083191724,0.002079688756152411,0.0
Ranolazine_x_Propafenone_synth2374,3,-90.74856900080677,32.06396004327886,200.13836964051828,244.41281840573492,44.44029160320664,122.81513049517599,15.742316431176983,1.6762482393419895,21.935067451500597,2.918964841963693,0.5519154078388167,0.0,0.0051825593673710925
Cibenzoline_x_Phenytoin_synth1454,4,-90.74952368478117,30.84589889837458,193.29207863651382,233.90340950751968,40.52782235421937,121.59879587066357,1.9195334936933102,8.076775606188878,0.3514049502680108,3.3128301311547337,0.9954970635936368,0.0,0.0
Loratadine_x_Darifenacin_synth912,4,-90.7480974304473,32.41855881184877,192.8063190989652,233.68819538516794,40.87450479533892,123.1983534613885,0.11554896481629734,0.09617410406049823,0.010539054188601266,0.0,0.0,0.0050955527209511995,0.03613933995332517
Metronidazole _x_Diphenhydramine_synth4919,3,-90.75214944212625,32.31704519516391,184.93677308211545,227.70107142680854,42.90926568383223,123.06782547308453,2.859208701320308,0.3172625268436228,0.0,11.083809427978704,0.0,0.0,0.0
Sertindole_x_Paliperidone_synth4004,2,-90.74611828662914,32.420695884735615,207.74789984580548,250.92119580091898,43.21937680438815,123.18838663339133,11.673456086224528,0.027691235216534594,0.0,0.0,0.0037415066464204696,0.0,0.018800949577595365
Lamivudine_x_Diazepam_synth3294,4,-90.74835622739673,32.40721324627077,191.85514333631795,232.61483735810387,40.833494006601775,123.17511476674623,0.051833238508363584,0.14834561883481362,0.0,0.5103725268807155,0.0048939802023438,0.001822706064491749,0.0
Sunitinib_x_Lapatinib_synth924,2,-90.74784797798449,32.436478191639054,193.78643498292172,234.76100468451943,41.053059739868544,123.18738859218527,1.2325284173711966,0.03266175222744204,0.0,0.04185151183665499,0.018437801114297766,0.0,0.01936110080169568
Droperidol_x_Pimozide_synth4138,1,-90.74711607497467,32.4104888483066,210.74057843120207,254.46219129525804,43.59684903458282,123.19574935509328,11.94285035945288,0.12968694280997967,0.0,0.336880686075396,0.05981376808968188,0.00705315531202844,0.14344924558524005
Chloroquine_x_Disopyramide_synth3187,1,-90.74565666942621,32.391367778664204,219.4217884898795,263.2065890776441,45.84635521415559,123.09140703108234,19.18220628597518,0.41081553561316453,0.14592602986263445,0.0,0.24167402249969472,4.506867945299961,0.045159439221612085
Linezolid_x_Phenytoin_synth135,4,-90.75434930892064,31.181313143941292,182.61457797131743,225.44702243098928,41.994146597073275,121.95182704726243,3.2269275834260576,5.82757411963699,0.06431565700409775,16.757044916240456,0.6517564700846024,0.0026200252468838933,0.005075842548109309
Desipramine_x_Tamoxifen_synth685,2,-90.74782719439638,32.41754346034863,194.119010579938,235.21375364324504,41.08919852810963,123.15794096555497,1.5773392141538207,0.041942859272697974,0.0,0.011796787871602127,0.0,0.0,0.0004813065250899919
Voriconazole_x_Metronidazole _synth3859,3,-90.74947048075741,32.34072661648224,190.63633906839092,232.38321723523907,41.54831897987035,123.07405161167155,2.110949014468599,0.4021395695641496,0.0,4.71826889544657,0.0,0.0,0.0
Nebivolol_x_Propranolol_synth3760,4,-90.74812121729936,32.42171891200281,192.57165669109705,233.3669408604364,40.90217014826233,123.18495449623076,0.155424577952802,0.0,0.02829807157805378,0.0,0.0,0.0016705135316492504,0.0
Sunitinib_x_Nilotinib_synth4056,2,-90.7479483519983,32.42013079582518,193.4164491343416,234.48512193888897,41.068610793152686,123.18795707287025,1.1860442085066591,0.0,0.9162138055546817,0.0,0.0,0.0,0.016564793984255356
